x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.35602447390556335,0.8503502607345581,1.3164731171855237e-07,0.3208150565624237,0.8018510341644287,-0.004058819264173508,0.29116642475128174,0.7347320318222046,-0.016758838668465614,0.2635960578918457,0.6825800538063049,-0.03021148033440113,0.23334786295890808,0.6571038961410522,-0.04430396109819412,0.29934754967689514,0.7329409122467041,-0.03569236025214195,0.2759934961795807,0.6616047620773315,-0.06590552628040314,0.2734878957271576,0.6317364573478699,-0.0852697342634201,0.2730426490306854,0.626926839351654,-0.09499641507863998,0.32249385118484497,0.7411991953849792,-0.04636874049901962,0.3027071952819824,0.6733372807502747,-0.0719970092177391,0.29853174090385437,0.6444240808486938,-0.08292965590953827,0.2953628599643707,0.6373357176780701,-0.08921315521001816,0.35407689213752747,0.7564266324043274,-0.05715933069586754,0.3401450216770172,0.6944154500961304,-0.07855332642793655,0.3374063968658447,0.6664745807647705,-0.0828230082988739,0.33391252160072327,0.6521700024604797,-0.08482246845960617,0.3906323313713074,0.7746255397796631,-0.067609041929245,0.39107954502105713,0.7242048382759094,-0.08401673287153244,0.39194464683532715,0.6956753730773926,-0.08664450794458389,0.38998836278915405,0.6735966205596924,-0.08768417686223984,apa
0.6221484541893005,0.7785577178001404,-4.8198039337421505e-08,0.59227055311203,0.7301747798919678,-0.0002942805294878781,0.5500729084014893,0.7142787575721741,-0.006449551321566105,0.5156871676445007,0.7262485027313232,-0.014650771394371986,0.49307799339294434,0.750261664390564,-0.02527901902794838,0.5329940319061279,0.6926141381263733,-0.016864517703652382,0.4789906144142151,0.6823393702507019,-0.032489530742168427,0.4418337345123291,0.6769822239875793,-0.042310792952775955,0.4142495393753052,0.6744839549064636,-0.04886883869767189,0.5321753025054932,0.7165786623954773,-0.02418457344174385,0.4850026071071625,0.7599910497665405,-0.041724104434251785,0.48344501852989197,0.7936590909957886,-0.046626463532447815,0.4915539622306824,0.8096014261245728,-0.04859627038240433,0.5366852283477783,0.752454936504364,-0.031012533232569695,0.49986040592193604,0.7925724387168884,-0.049271803349256516,0.5014504194259644,0.8207225799560547,-0.04925037547945976,0.5109736919403076,0.8351016640663147,-0.046700749546289444,0.544988214969635,0.7916166186332703,-0.037135232239961624,0.5178995132446289,0.8241977691650391,-0.05111176520586014,0.5144112706184387,0.847586989402771,-0.0497688427567482,0.5165229439735413,0.8625494241714478,-0.046063382178545,apa
0.35647493600845337,0.8586089015007019,1.8228318765523e-07,0.32066407799720764,0.8010220527648926,-0.00519097875803709,0.2917771339416504,0.733282744884491,-0.019001394510269165,0.2632119655609131,0.6819108128547668,-0.033157385885715485,0.23176702857017517,0.6559656858444214,-0.04836346581578255,0.29758763313293457,0.7415013313293457,-0.0420171357691288,0.27629274129867554,0.6789432764053345,-0.07369907945394516,0.26870405673980713,0.6436367034912109,-0.0943107157945633,0.2618318796157837,0.6248576641082764,-0.10606105625629425,0.31949588656425476,0.7526562809944153,-0.052979499101638794,0.30226755142211914,0.6894556879997253,-0.08235263079404831,0.29510271549224854,0.6553186178207397,-0.09631501138210297,0.2879345715045929,0.6373814940452576,-0.10551812499761581,0.35019686818122864,0.7668627500534058,-0.06364885717630386,0.33815065026283264,0.7087308168411255,-0.09075011312961578,0.33448269963264465,0.6749603748321533,-0.10032667219638824,0.32913824915885925,0.650976836681366,-0.10582437366247177,0.3864240348339081,0.7812648415565491,-0.07359626144170761,0.3871334195137024,0.730370819568634,-0.09450479596853256,0.3877813518047333,0.6986767649650574,-0.10132627189159393,0.3864256739616394,0.6724321842193604,-0.10588745027780533,apa
0.6226632595062256,0.7809767723083496,-6.086026616003437e-08,0.5931231379508972,0.735983669757843,-0.0006506704958155751,0.551940381526947,0.7178335189819336,-0.006274317856878042,0.5184244513511658,0.7243225574493408,-0.013927193358540535,0.49692732095718384,0.7459852695465088,-0.02371852844953537,0.5331515073776245,0.69292151927948,-0.0179623831063509,0.4799838662147522,0.6819889545440674,-0.03354287147521973,0.4418584704399109,0.6777081489562988,-0.04283600300550461,0.4136020839214325,0.6750936508178711,-0.04924264922738075,0.5327283143997192,0.7151812314987183,-0.025326387956738472,0.4864538609981537,0.7604288458824158,-0.0430627316236496,0.4875773787498474,0.7908622026443481,-0.047705359756946564,0.49749210476875305,0.8022344708442688,-0.049448467791080475,0.5386773943901062,0.7504379749298096,-0.03216743841767311,0.5002381205558777,0.7913469672203064,-0.050136324018239975,0.5008939504623413,0.8187706470489502,-0.04966622218489647,0.5097557902336121,0.8309109807014465,-0.047107547521591187,0.5483617186546326,0.7896295785903931,-0.03838983178138733,0.5197390913963318,0.8225350379943848,-0.05219040438532829,0.5138461589813232,0.8455902338027954,-0.051036980003118515,0.5144346952438354,0.8595636487007141,-0.04766181483864784,apa
0.3645225167274475,0.8330761194229126,2.1070195543870796e-07,0.3287728726863861,0.774795413017273,-0.009324966929852962,0.30046647787094116,0.7036684155464172,-0.02014535665512085,0.27363985776901245,0.6457762718200684,-0.03011281229555607,0.24112173914909363,0.6159298419952393,-0.040886249393224716,0.31381481885910034,0.7128334045410156,-0.03620443865656853,0.2993265390396118,0.6524386405944824,-0.06057791784405708,0.2891221344470978,0.6134308576583862,-0.07654591649770737,0.27886590361595154,0.5799899697303772,-0.08779813349246979,0.33710208535194397,0.722259521484375,-0.04355861619114876,0.326155424118042,0.6658686399459839,-0.0674721822142601,0.31679266691207886,0.6313973069190979,-0.08001385629177094,0.30583202838897705,0.603667676448822,-0.08954799920320511,0.3674270808696747,0.734423041343689,-0.05083537474274635,0.3579045534133911,0.6829712390899658,-0.07378876954317093,0.3493940532207489,0.64976567029953,-0.08151749521493912,0.33839526772499084,0.6211034655570984,-0.08654870837926865,0.4022761881351471,0.7484967708587646,-0.058162473142147064,0.39964383840560913,0.7033354640007019,-0.07740368694067001,0.39529383182525635,0.6738333106040955,-0.08400040864944458,0.3905588686466217,0.6447784900665283,-0.08863024413585663,apa
0.6418806314468384,0.7623085975646973,-1.6610326269983489e-07,0.60453861951828,0.7421656250953674,0.0035390264820307493,0.5557432174682617,0.7262954115867615,-0.000280188862234354,0.518132746219635,0.7265616655349731,-0.0061655594035983086,0.48928213119506836,0.7385715842247009,-0.013385532423853874,0.5326035618782043,0.672481894493103,-0.01578373648226261,0.4811219573020935,0.6544123291969299,-0.0338018499314785,0.4413216710090637,0.6438546776771545,-0.04486050456762314,0.409702867269516,0.6372179985046387,-0.05305856466293335,0.5418490767478943,0.6798837780952454,-0.025656236335635185,0.47718003392219543,0.7378913760185242,-0.045298073440790176,0.48582422733306885,0.781915545463562,-0.04660067707300186,0.502631425857544,0.7965927124023438,-0.04568881541490555,0.556117057800293,0.7064307332038879,-0.03516661748290062,0.4958844780921936,0.759294867515564,-0.056921135634183884,0.5050564408302307,0.7989574074745178,-0.05037987604737282,0.5224053859710693,0.8103141188621521,-0.0423017255961895,0.5723217129707336,0.740397036075592,-0.043818119913339615,0.5251117944717407,0.7816495895385742,-0.06283736228942871,0.5193033814430237,0.8176327347755432,-0.06069132685661316,0.5235121250152588,0.8357465267181396,-0.05543502792716026,apa
0.3636385500431061,0.8328114151954651,8.092551695426664e-08,0.3285122811794281,0.7731369137763977,-0.007050356827676296,0.30045801401138306,0.702476441860199,-0.018829040229320526,0.2747371196746826,0.6455479860305786,-0.03019084222614765,0.2431391328573227,0.6154270768165588,-0.04219116270542145,0.31720495223999023,0.7053775191307068,-0.033519357442855835,0.30487754940986633,0.6481718420982361,-0.05893058329820633,0.2963905930519104,0.6156103014945984,-0.07608768343925476,0.28759539127349854,0.5925822257995605,-0.08769381046295166,0.34226423501968384,0.717277467250824,-0.041965335607528687,0.3340110778808594,0.6649329662322998,-0.06630438566207886,0.32883283495903015,0.6374486684799194,-0.07868920266628265,0.32093456387519836,0.6184877157211304,-0.08802726864814758,0.3730959892272949,0.7341533303260803,-0.05046414956450462,0.36509600281715393,0.6866763830184937,-0.0735045075416565,0.3584318161010742,0.6560410857200623,-0.08023451268672943,0.34842875599861145,0.6296064257621765,-0.08472482860088348,0.40759938955307007,0.7537898421287537,-0.05869683995842934,0.404522180557251,0.7117149233818054,-0.07820051908493042,0.39973610639572144,0.6845413446426392,-0.08401904255151749,0.39354464411735535,0.6578754782676697,-0.08795831352472305,apa
0.6522899270057678,0.7716619968414307,-2.2310450731310993e-07,0.6122269630432129,0.7487439513206482,0.006165448576211929,0.5625307559967041,0.7286111116409302,0.00350247067399323,0.5249461531639099,0.725151538848877,-0.0017092942725867033,0.4946192502975464,0.736366868019104,-0.008347372524440289,0.536676287651062,0.6719782948493958,-0.016047174111008644,0.4771580696105957,0.6541109681129456,-0.03482838347554207,0.43590670824050903,0.644943118095398,-0.04715149849653244,0.4011153280735016,0.6395278573036194,-0.05655359476804733,0.546317458152771,0.6798632144927979,-0.027244530618190765,0.47451385855674744,0.7364728450775146,-0.04746975004673004,0.48203331232070923,0.7821193337440491,-0.04940669611096382,0.4989944100379944,0.8000954389572144,-0.04956046864390373,0.5606678128242493,0.7080603837966919,-0.03781792148947716,0.49285319447517395,0.7595778107643127,-0.06025480106472969,0.501086413860321,0.8027172088623047,-0.05432755500078201,0.5197498202323914,0.8180923461914062,-0.04697022959589958,0.5761822462081909,0.7444473505020142,-0.0472855269908905,0.5257720351219177,0.7830665707588196,-0.06693506240844727,0.5192888975143433,0.8192346096038818,-0.06558418273925781,0.5241081714630127,0.8386480212211609,-0.0611673928797245,apa
0.36885640025138855,0.8058549761772156,1.1904781160865241e-07,0.331392377614975,0.7486987113952637,-0.007720984518527985,0.3035072386264801,0.6766183376312256,-0.017458774149417877,0.2794307768344879,0.6177897453308105,-0.026376215741038322,0.24728235602378845,0.5875795483589172,-0.03604358434677124,0.3269549608230591,0.6771442890167236,-0.027831371873617172,0.31750279664993286,0.6164653897285461,-0.046542566269636154,0.3060685992240906,0.579344630241394,-0.05894901975989342,0.29331108927726746,0.5491782426834106,-0.06770908832550049,0.35363608598709106,0.6900298595428467,-0.03416719660162926,0.34713980555534363,0.6281159520149231,-0.0513320118188858,0.33775579929351807,0.5940227508544922,-0.05944138392806053,0.32544657588005066,0.5675869584083557,-0.06598222255706787,0.3848791718482971,0.7075784206390381,-0.040250662714242935,0.3794122636318207,0.6473537087440491,-0.056969139724969864,0.3708394467830658,0.6180410981178284,-0.05803053081035614,0.35858339071273804,0.5961408019065857,-0.058362871408462524,0.41922855377197266,0.7273486256599426,-0.0463295541703701,0.41535475850105286,0.6742931604385376,-0.059985581785440445,0.40831926465034485,0.650164783000946,-0.059791866689920425,0.39929425716400146,0.6302253007888794,-0.05893087387084961,apa
0.6633134484291077,0.7486010789871216,-3.136077566523454e-07,0.6082932949066162,0.7373374700546265,0.009479557164013386,0.5505200624465942,0.7214222550392151,0.006326999049633741,0.508101224899292,0.7162474393844604,-0.0007081461371853948,0.4737130105495453,0.7171010971069336,-0.0092836394906044,0.5306226015090942,0.6501774787902832,-0.013274570927023888,0.47129979729652405,0.6364594101905823,-0.03207392618060112,0.4325748085975647,0.6259258985519409,-0.044353798031806946,0.4001498818397522,0.618383526802063,-0.053865283727645874,0.5462392568588257,0.6552490592002869,-0.027471039444208145,0.48105454444885254,0.725945234298706,-0.04896359518170357,0.49239230155944824,0.7723127603530884,-0.05050037056207657,0.5105530619621277,0.7893127202987671,-0.05056583136320114,0.5655152201652527,0.6814042925834656,-0.04118020832538605,0.5016262531280518,0.7456449866294861,-0.06284469366073608,0.5113393664360046,0.7873666286468506,-0.05519375577569008,0.5290618538856506,0.8024761080741882,-0.04755972698330879,0.5861004590988159,0.7157244682312012,-0.05390593782067299,0.5325027704238892,0.7618475556373596,-0.07205823808908463,0.5238962769508362,0.7996896505355835,-0.06957549601793289,0.5263351202011108,0.820859968662262,-0.06495434790849686,apa
